image,base_caption,lora_caption,given_caption
3170110692_d1e0e66cee.jpg,a man and a woman with fake moustaches,A man and a woman are wearing fake mustaches and moustaches .,a couple each wearing a silly mask and holding a fake cigar
3170802797_3c851bb475.jpg,a snowboarder doing a trick in the snow,A man in a green jacket is snowboarding down a snowy hill .,A man wearing a green jacket and hat is snowboarding .
317109978_cb557802e1.jpg,a dog jumping over a tree branch in the woods,A brown dog is standing on a branch in the woods .,"A brown and white pitbull , with a black collar , is about to leap over a branch"
3172280520_e7655fb596.jpg,a man and two women posing for a picture at night,A man and two women are posing for a picture .,A bald man is posing with two smiling girls .
3173157541_70b16b4318.jpg,a man wearing a white hat,A man in a white headscarf is standing next to a woman in a red headscarf .,A man in a white hat is standing behind a woman with a red shawl over her head .
3173461705_b5cdeef1eb.jpg,two dogs playing in the snow,A brown dog and a tan dog are playing in the snow .,One dog is jumping up at another dog by a fence on a snowy day .
317383917_d8bfa350b6.jpg,four dogs in the snow,A black and white dog is standing in the snow .,A group of dogs stand in the snow .
3174156702_95a1cda2d9.jpg,a boy splashing in water,A boy is splashing in a muddy pond .,A boy playing in a mud puddle .
3174453534_fcc927c647.jpg,a woman holding a baby,A baby is being held by a woman .,A person is holding a baby in yellow .
317488612_70ac35493b.jpg,a dog running in the snow,A dog is running through the snow .,A dog is playing in the deep snow .
3175434849_859f09fe07.jpg,a bunch of teddy bears hanging from the ceiling,A bunch of teddy bears are hanging from a ceiling .,a crowd of people are at a fair in front of booth where giant teddy bears can be won .
3175712926_5a470d0886.jpg,the bird is flying,A bird in the air .,A bird is flying through the air .
3176131893_7181c733aa.jpg,a group of boys playing in the mud,A group of boys are playing in a muddy field .,A group of boys is sitting in a large mud puddle in a grassy field .
3176968956_d942a93513.jpg,a man windsurfing in the ocean,A man is windsurfing in the ocean .,A man in black swimming gear parasails .
3179336562_c3d0c0a3bd.jpg,a man on a skateboard doing a trick on a ramp,A boy is doing a trick on a ramp .,A bicyclist doing a trick on a ramp .
3181409177_edb09c2718.jpg,a man on a bike doing a trick on a ramp,A biker is doing a trick on a ramp .,A bicyclist is in the air over a ramp .
3181701312_70a379ab6e.jpg,a man sleeping under a blanket on a sidewalk,A man is sleeping in a blanket on the sidewalk .,A homeless man living on the street
3182121297_38c99b2769.jpg,a snowboarder doing a trick in the snow,A man in a black jacket and blue pants is snowboarding down a snowy slope .,A man wearing goggles snowboards on a half pipe .
3182570190_48214e54c7.jpg,a group of people walking down the street next to a billboard,A group of people are walking down the street .,A giant billboard of a man 's abs
3183875944_b2be694e06.jpg,the dog is in the water,A black and white dog is running in the ocean with an orange Frisbee in its mouth .,A brown dog is bringing back a buoy from the ocean .
3184031654_34b5c4ffe1.jpg,two women walking down the street,Two women in headscarves are walking down the street .,The middle eastern woman wearing the pink headscarf is walking beside a woman in a purple headscarf .
3185371756_ff4e9fa8a6.jpg,woman wearing a purple jacket,A girl in a purple jacket is doing a trick on a skateboard .,A girl in a purple sweatshirt bends over backwards .
3185409663_95f6b958d8.jpg,a child running on a beach with a frisbee in his hand,A child is running on the beach .,A little boy runs away from the approaching waves of the ocean .
3186073578_6e115f45f5.jpg,a man holding a picture of a child,A man holds up a picture of a child .,A man displays a photograph .
3186412658_2ab2ebd397.jpg,a group of women playing a game of rugby,A group of girls are playing a game of rugby .,A group of woman hold each other up to catch a ball .
3186556417_b2d6921a20.jpg,pigeons on the ground,A boy in a blue hat is surrounded by pigeons .,A boy surrounded by pigeons
3186863842_5832573c5e.jpg,a woman holding a baby,A woman holds a baby and reads a book .,A woman looks at a book in a bookstore while holding a baby .
3187395715_f2940c2b72.jpg,a skateboarder doing a trick on a bench,A boy in a grey shirt is doing a skateboard trick on a concrete bench .,a boy on skateboard is making a jump from a blue bench beside a white wall .
3187492926_8aa85f80c6.jpg,a man diving into a pool of clear water,A man is diving into a blue pool .,A man dives into a clear blue lake .
3187924573_203223e6c0.jpg,a seagull in the water with a fish in its beak,A seagull catches a fish in the water .,A large white bird pulling a fish out of the water .
3189521080_133777bce5.jpg,a black and white bird splashing in the water,A black and white bird is splashing around in the water .,A bird splashing around in a stream .
3191027142_33e86636ca.jpg,a man holding a sign in front of a crowd of people,A man holding a sign in front of a crowd .,"A man holding up a sign , surrounded by a lot of people ."
3191135894_2b4bdabb6d.jpg,a group of people sitting on the grass in a field,A crowd of people are gathered in a field .,A crowd at an outdoor event .
3191982761_88793192ed.jpg,a group of people standing in an abandoned building,A group of people are standing in front of a building covered in graffiti .,A group of five men are standing in the middle of a room that is crumbling and abandoned .
3192069971_83c5a90b4c.jpg,a boy wearing a blue helmet,A boy in a blue helmet is riding a bike .,A boy wearing a blue helmet rides a bike with his feet on the handlebars .
3192266178_f9bf5d3dba.jpg,the man is holding the dog,A man and a dog are playing in a field .,A dog is jumping up at a man wearing a search and rescue jacket .
3192311620_99bda27fbd.jpg,a brown dog is looking up at something in the air,A brown dog is looking up at something in the air .,A brown dog is about to catch a treat .
3193511842_82549c21fb.jpg,a cheerleader in the air,A cheerleader in red and black is doing a handstand .,A cheerleader thrown into the air
3195147187_a073d59fa8.jpg,the dog is black,A black dog and a brown dog are sitting under a chair .,A black dog lies on the floor while a brown dog stands behind him .
3196100539_102fe877b3.jpg,two wrestlers on the ground during a wrestling match,A wrestler in blue and a wrestler in white are on the ground .,a wrestler celebrating his victory
3197791645_601908f26b.jpg,two girls playing in a swimming pool with a bucket of water,Two girls are playing in a swimming pool .,A girl dumps a bucket of water on another girl .
3197917064_e679a44b8e.jpg,a dog running in the snow with a stick in its mouth,A dog carrying a stick in its mouth runs through the snow .,A dog running through the snow with what appears to be a chunk of wood in its mouth .
3197981073_3156963446.jpg,a woman playing an acoustic guitar,A girl is playing an acoustic guitar in front of a microphone .,A woman playing an acoustic guitar with a microphone
3198247669_7493af04a7.jpg,the sky is orange,A girl in a red hat stands in the water at sunset .,A person holding a net is standing in the water .
319870744_0e0138d205.jpg,a person sitting on the ground in front of a snowy mountain,A lone hiker sits on a rocky hillside overlooking a snowy mountain range .,A hiker is sitting on the ground looking towards the snow covered mountains .
3198962089_e647d1b0cd.jpg,a person on a snowboard doing a trick on a wooden ramp,A man on a snowboard is doing a trick on a wooden ramp .,A person on a snowboard crosses a makeshift wooden bridge .
3200120942_59cfbb3437.jpg,a group of skiers and snowboarders on a ski lift,A snowboarder is jumping off a ski lift .,A snowboarder is jumping in the air next to the ski lift .
3201427741_3033f5b625.jpg,a woman holding a baby in her arms,A woman with a baby in her arms .,A mother is holding a child .
3203453897_6317aac6ff.jpg,a man and a child standing in front of a newspaper kiosk,A man and a child stand in front of a newspaper vending machine .,A man and a toddler look at advertisements .
3203878596_cbb307ce3b.jpg,two dogs playing in the snow,Two brown dogs playing in the snow,Two brown dogs are playing with each other in the snow .
3203908917_53e53c03d1.jpg,a man burning an israeli flag,A man burns an Israeli flag .,A masked man helps burn a flag .
3205214191_29b42b9b09.jpg,a person bending down to put on a pair of skates,A man in a red jacket is tying his skates .,A lady fastens someone 's ice skates in the snow .
3205839744_24504ba179.jpg,a dog laying on a dog bed,A brown dog is laying on a green dog bed .,A brown dog laying on a green cushion .
3206919175_e3a11b6874.jpg,three people sitting on a couch,A group of people are posing for a picture .,A group of people gather with only their legs showing and one of them is holding a cigarette .
3207343907_995f7ac1d2.jpg,a group of people skating on a frozen lake,A group of people ice skating on a frozen lake .,A crowd gathered at an ice skating park in the winter .
3207358897_bfa61fa3c6.jpg,a woman holding a large red kite in front of a building,A group of people are standing in front of a building .,An Asian girl performs a routine with two red flags in a square .
3208074567_ac44aeb3f3.jpg,a young boy is splashing water on his face,A boy in a red shirt is splashing water on his face .,A boy wearing a red shirt is splashed by water .
